1622483488,p,c,points,300000,10,4,30,1.54966,2.78232
1622483572,p,c,points,300000,10,4,30,1.5016,2.95577
1622488034,p,c,points,300000,10,4,30,1.97831,3.57327
1622488146,p,c,points,300000,10,12,30,1.86907,3.43983
1622488166,p,c,points,300000,10,2,30,1.66233,4.57676
1622488182,p,c,points,300000,10,6,30,1.96344,3.0299
1622488665,p,c,points,300000,10,6,30,1.94805,3.62078
1622488723,p,c,points,300000,10,6,30,1.96084,3.63225
1622488742,p,c,points,300000,10,12,30,1.83894,6.44501
1622488766,p,c,points,300000,10,12,30,1.95632,4.60737
1622488790,p,c,points,300000,10,8,30,1.97704,4.59489
1622488881,p,c,points,300000,10,8,30,1.87736,3.89677
1622488897,p,c,points,300000,10,6,30,1.79426,3.77505
1622488913,p,c,points,300000,10,6,30,2.06227,3.84014
1622488930,p,c,points,300000,10,4,30,1.81969,4.01157
1622488947,p,c,points,300000,10,4,30,2.01315,4.33842
1622488988,p,c,points,300000,10,2,30,1.94458,5.06691
1622489007,p,c,points,300000,10,3,30,2.08298,4.71554
1622489022,p,c,points,300000,10,3,30,1.84336,4.18476
1622489047,p,c,points,300000,10,4,30,1.9574,4.04036
1622489188,p,c,points,300000,10,4,30,1.80626,3.75237
1622489206,p,c,points,300000,10,6,30,1.89734,3.77931
1622489227,p,c,points,300000,10,12,30,1.98619,6.16603
1622489245,p,c,points,300000,10,12,30,1.92197,6.39063
1622489265,p,c,points,300000,10,10,30,1.94789,5.51407
1622489282,p,c,points,300000,10,10,30,1.81056,6.05687
1622489430,p,c,points,300000,10,10,30,2.04864,5.54818
1622489454,p,c,points,300000,10,9,30,2.08169,5.1495
1622489474,p,c,points,300000,10,8,30,2.10434,4.79747
1622489490,p,c,points,300000,10,8,30,2.0611,4.67508
1622489512,p,c,points,300000,10,6,30,2.07301,3.7308
1622489527,p,c,points,300000,10,6,30,2.17369,3.71119
1622489545,p,c,points,300000,10,5,30,2.07175,3.97752
1622489576,p,c,points,300000,10,4,30,1.93638,3.98668
1622489599,p,c,points,300000,10,3,30,1.92977,4.30104
1622489623,p,c,points,300000,10,3,30,1.89536,4.12258
1622489653,p,c,points,300000,10,2,30,1.95624,5.10963
1622489671,p,c,points,300000,10,2,30,2.0362,6.01679
1622489688,p,c,points,300000,10,4,30,2.05563,3.93819
1622489712,p,c,points,300000,10,4,30,1.70538,3.066
1622489726,p,c,points,300000,10,4,30,1.58564,3.24339
1622489739,p,c,points,300000,10,4,30,1.69389,3.22307
1622489757,p,c,points,300000,10,2,30,1.69281,4.61303
1622489773,p,c,points,300000,10,2,30,1.69319,4.69838
1622489796,p,c,points,300000,10,2,50,1.75632,7.79851
1622489834,p,c,points,300000,10,4,50,1.65302,4.62537
1622489850,p,c,points,300000,10,4,50,1.57999,4.92887
1622489868,p,c,points,300000,10,6,50,1.76572,4.79898
1622489884,p,c,points,300000,10,6,50,1.68892,5.03863
1622489899,p,c,points,300000,10,6,50,1.76382,5.00786
1622489917,p,c,points,300000,10,8,50,1.60539,5.96014
1622489935,p,c,points,300000,10,8,50,1.71882,6.32412
1622489955,p,c,points,300000,10,12,50,1.7688,7.85722
1622489972,p,c,points,300000,10,12,50,1.68724,7.65626
1622489992,p,c,points,300000,10,2,40,1.7347,6.22538
1622490012,p,c,points,300000,10,2,50,1.56864,7.65435
1622490030,p,c,points,300000,10,3,50,1.71353,5.94583
1622490059,p,c,points,300000,10,4,40,1.66075,3.63132
1622490090,p,c,points,300000,10,4,50,1.91232,5.70253
1622490111,p,c,points,300000,10,5,50,1.70339,4.54263
1622490128,p,c,points,300000,10,5,50,1.65459,4.54922
1622490147,p,c,points,300000,10,6,48,1.71228,4.86572
1622490163,p,c,points,300000,10,6,50,1.56424,4.65074
1622490187,p,c,points,300000,10,6,50,1.65199,4.14033
1622490210,p,c,points,300000,10,7,50,1.72368,4.8512
1622490240,p,c,points,300000,10,7,48,1.67088,4.48877
1622490256,p,c,points,300000,10,7,50,1.54172,4.85667
1622490279,p,c,points,300000,10,8,50,1.72815,5.90045
1622490297,p,c,points,300000,10,6,50,1.62626,5.00496
1622490321,p,c,points,300000,10,12,50,1.6195,7.35385
1622491243,p,c,points,300000,10,12,50,1.4856,4.86258
1622491265,p,c,points,300000,10,12,50,1.48332,7.58422
1622491284,p,c,points,300000,10,12,50,1.52732,7.41268
1622501168,p,c,points,300000,10,9,50,1.48029,5.8717
1622501185,p,c,points,300000,10,9,50,1.48838,5.91408
1622501203,p,c,points,300000,10,9,50,1.52039,5.59832
1622501224,p,c,points,300000,10,10,49,1.4793,6.74549
1622501241,p,c,points,300000,10,10,50,1.43531,6.18591
1622501260,p,c,points,300000,10,10,50,1.44819,5.76042
1622501277,p,c,points,300000,10,10,50,1.4975,6.79736
1622501296,p,c,points,300000,10,11,50,1.49295,6.9492
1622501314,p,c,points,300000,10,11,50,1.46292,7.98886
1622501330,p,c,points,300000,10,11,50,1.4795,6.91557
1622501368,p,c,points,300000,10,8,50,1.47555,4.91432
1622501383,p,c,points,300000,10,8,50,1.44991,5.18395
1622501400,p,c,points,300000,10,8,50,1.4674,5.20517
1622501420,p,c,points,300000,10,8,50,1.44451,3.62249
1622501436,p,c,points,300000,10,8,50,1.44627,5.57349
1622501469,p,c,points,300000,10,12,50,1.47594,4.27975
1622501500,p,c,points,300000,10,12,50,1.44621,7.17043
1622501516,p,c,points,300000,10,12,50,1.46594,6.15052
1622501543,p,c,points,300000,10,11,50,1.48942,6.87687
1622501562,p,c,points,300000,10,12,50,1.50841,7.43143
1622534774,s,c,points,300000,10,1,49,1.629,10.8254
1622534858,s,c,points,300000,10,1,45,1.5,10.0328
1622534880,s,c,points,300000,10,1,50,1.63407,11.4588
1622534902,s,c,points,300000,10,1,50,1.60536,11.2132
1622535008,s,c,points,300000,10,1,50,1.49959,11.1246
